affil_norm,suggested_loc_key,score,geocoded_label
nl chemical technology  inc,em ai technology,0.6511627906976745,EM AI Technology
nl chemical technology  inc,shell technology center,0.64,Shell Technology Center
nl chemical technology  inc,freeman technology,0.6222222222222222,Freeman Technology
northern arizona university,northumbria university,0.7755102040816326,Northumbria University
northern arizona university,southern arkansas university,0.8,Southern Arkansas University
northern arizona university,northwestern university,0.76,Northwestern University
northern arizona university,north carolina state university,0.7586206896551724,North Carolina State University
northern arizona university,kangwon national university,0.7407407407407407,Kangwon National University
norwegian institute for air research,tata institute of fundamental research,0.6486486486486487,Tata Institute of Fundamental Research
norwegian institute for air research,georgia institute of technology,0.6268656716417911,Georgia Institute of Technology
norwegian institute for air research,korea institute of energy technology,0.5833333333333334,Korea Institute of Energy Technology
norwegian institute for air research,indian institute of science,0.6349206349206349,Indian Institute of Science
nottingham trent university,ghent university,0.7441860465116279,Ghent University
nottingham trent university,tsinghua university,0.7391304347826086,Tsinghua university
nottingham trent university,groningen university,0.723404255319149,Groningen University
nottingham trent university,national taiwan university,0.7169811320754716,National Taiwan University
nottingham trent university,inha university,0.7142857142857143,Inha University
nrel,netl,0.75,NETL
nrel,henkel,0.6,Henkel
nsf s chemmatcars  university of chicago,national university of singapore,0.6111111111111112,National University of Singapore
nsf s chemmatcars  university of chicago,soka university of america,0.6060606060606061,Soka University of America
nsf s chemmatcars  university of chicago,south china university of technology,0.6052631578947368,South China University of Technology
nsf s chemmatcars  university of chicago,the university of akron,0.6031746031746031,The University of Akron
nsf s chemmatcars  university of chicago,national university of technology,0.6027397260273972,National University of Technology
nyu college of dentistry,famu-fsu college of engineering,0.6181818181818182,FAMU-FSU College of Engineering
nyu tandon school of engineering,famu-fsu college of engineering,0.6349206349206349,FAMU-FSU College of Engineering
oak ridge associated universities  us environmental protection agency,state university of new york environmental science,0.6050420168067226,State University of New York Environmental Science
oak ridge institure of science and education,srm institute of science and technology,0.6987951807228916,SRM Institute of Science and Technology
oak ridge institure of science and education,korean institute science and technology,0.6506024096385542,Korean Institute Science and Technology
oak ridge institure of science and education,korea advanced institute of science and technology,0.7021276595744681,Korea Advanced Institute of Science and Technology
oak ridge institure of science and education,institute of science tokyo,0.6285714285714286,Institute of Science Tokyo
oak ridge institure of science and education,indian institute of science,0.5915492957746479,Indian Institute of Science
oak ridge national lab - oak ridge  tn,oak ridge national laboratory,0.746268656716418,Oak Ridge National Laboratory
